City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,Gazanjyk,39.24,55.52,79.83,17,0,21.56,TM,2020-06-18 01:37:27
305,Dalhousie,32.53,75.98,76.51,33,0,5.82,IN,2020-06-18 01:37:27
306,Shasta Lake,40.68,-122.37,87.01,19,0,3.0,US,2020-06-18 01:37:27
307,Sarangani,5.4,125.46,84.47,68,94,2.48,PH,2020-06-18 01:37:27
308,Santa Rosa,14.31,121.11,93.99,55,20,2.24,PH,2020-06-18 01:37:28
309,Nakhon Thai,17.1,100.84,75.2,100,90,5.82,TH,2020-06-18 01:37:28
310,Challapata,-18.9,-66.77,41.45,54,0,4.68,BO,2020-06-18 01:37:28
311,Nur,52.67,22.32,61.23,93,18,4.18,PL,2020-06-18 01:37:28
312,Belyy Yar,53.6,91.39,62.6,63,30,2.17,RU,2020-06-18 01:37:14
313,Bonthe,7.53,-12.51,78.89,85,40,4.59,SL,2020-06-18 01:37:29
314,Mosquera,4.71,-74.23,55.4,87,40,3.36,CO,2020-06-18 01:37:29
315,Jalingo,8.88,11.37,70.05,93,100,3.78,NG,2020-06-18 01:37:29
316,Trinidad,-14.83,-64.9,72.48,79,67,2.95,BO,2020-06-18 01:35:41
317,Virginia Beach,36.85,-75.98,71.01,94,75,9.17,US,2020-06-18 01:37:16
318,Divnomorskoye,44.5,38.14,67.6,85,38,7.38,RU,2020-06-18 01:37:30
319,Hasaki,35.73,140.83,75.99,78,75,3.36,JP,2020-06-18 01:33:19
320,Shenavan,40.05,43.93,59.0,72,20,2.24,AM,2020-06-18 01:37:30
321,Katangli,51.71,143.23,43.02,93,100,12.68,RU,2020-06-18 01:37:31
322,Chokwe,-24.53,32.98,57.33,91,85,11.32,MZ,2020-06-18 01:37:31
323,Venado Tuerto,-33.75,-61.97,55.99,87,100,17.0,AR,2020-06-18 01:37:31
324,Saint-Philippe,-21.36,55.77,66.2,82,92,13.87,RE,2020-06-18 01:32:42
325,Elbeuf,49.29,1.0,55.99,100,90,5.82,FR,2020-06-18 01:37:31
326,Vestmanna,62.16,-7.17,48.2,100,100,1.12,FO,2020-06-18 01:37:32
327,Sainte-Thecle,46.82,-72.5,73.99,42,79,3.44,CA,2020-06-18 01:37:32
328,Verkhnyaya Inta,65.98,60.31,38.52,75,100,16.31,RU,2020-06-18 01:37:32
329,Tevaitoa,-16.78,-151.5,82.56,74,79,6.67,PF,2020-06-18 01:37:32
330,Baiyin,36.56,104.21,73.0,42,0,6.71,CN,2020-06-18 01:37:33
331,Nouadhibou,20.93,-17.03,78.8,54,0,18.34,MR,2020-06-18 01:37:33
332,Krasnokamensk,50.1,118.04,66.24,67,90,4.63,RU,2020-06-18 01:37:33
333,La Grande,45.32,-118.09,68.0,42,1,5.82,US,2020-06-18 01:37:33
334,Gornopravdinsk,60.05,69.9,50.14,50,24,8.1,RU,2020-06-18 01:37:34
335,Frankfort,-27.27,28.48,35.65,93,2,5.79,ZA,2020-06-18 01:37:34
336,Tucuman,-26.82,-65.22,68.0,52,0,14.99,AR,2020-06-18 01:37:34
337,Havelock,34.88,-76.9,73.0,77,75,6.93,US,2020-06-18 01:37:34
338,Laramie,41.31,-105.59,61.0,36,20,24.16,US,2020-06-18 01:37:34
339,Emerald,-23.53,148.17,73.4,46,0,10.29,AU,2020-06-18 01:37:35
340,Tessalit,20.2,1.01,93.06,12,0,12.95,ML,2020-06-18 01:37:25
341,Bom Jesus,-9.07,-44.36,73.38,61,52,3.38,BR,2020-06-18 01:37:35
342,Teknaf,20.86,92.31,81.93,83,100,12.64,BD,2020-06-18 01:37:35
343,Sistranda,63.73,8.83,51.8,100,20,4.7,NO,2020-06-18 01:37:36
344,Mahebourg,-20.41,57.7,69.8,83,75,18.34,MU,2020-06-18 01:33:26
345,Churachandpur,24.33,93.67,69.8,88,75,2.48,IN,2020-06-18 01:37:36
346,Garden City,42.33,-83.33,78.8,44,40,4.7,US,2020-06-18 01:37:26
347,Kalengwa,-13.47,25.0,47.79,81,0,5.82,ZM,2020-06-18 01:37:37
348,Zabaykalsk,49.63,117.32,71.78,47,43,3.42,RU,2020-06-18 01:37:37
349,Igrim,63.19,64.42,42.73,66,22,9.51,RU,2020-06-18 01:37:37
350,Puebloviejo,10.99,-74.28,80.6,83,87,8.05,CO,2020-06-18 01:37:37
351,Anadyr,64.75,177.48,66.2,48,20,8.95,RU,2020-06-18 01:37:37
352,Davila,18.47,120.58,87.8,74,40,6.93,PH,2020-06-18 01:37:37
353,Novyy Urengoy,66.08,76.63,44.55,58,0,11.41,RU,2020-06-18 01:37:38
354,Hengshui,37.73,115.7,72.81,64,76,8.72,CN,2020-06-18 01:37:39
355,Luganville,-15.53,167.17,80.6,78,90,8.05,VU,2020-06-18 01:37:39
356,Taoudenni,22.68,-3.98,96.39,11,0,12.28,ML,2020-06-18 01:37:39
357,Hambantota,6.12,81.12,80.6,100,90,6.93,LK,2020-06-18 01:37:40
358,Carutapera,-1.2,-46.02,74.86,92,14,4.47,BR,2020-06-18 01:37:40
359,Paraiso,9.84,-83.87,71.6,100,40,2.24,CR,2020-06-18 01:37:40
360,Washington,47.5,-120.5,78.8,24,1,23.04,US,2020-06-18 01:37:26
361,Dingle,11.0,122.67,87.35,63,100,4.63,PH,2020-06-18 01:37:42
362,Pringsewu,-5.36,104.97,84.63,62,57,1.54,ID,2020-06-18 01:37:42
363,Cockburn Town,21.46,-71.14,82.06,81,13,19.35,TC,2020-06-18 01:36:45
364,College,64.86,-147.8,77.0,27,75,11.41,US,2020-06-18 01:33:00
365,Hongjiang,27.11,110.0,85.59,66,100,10.63,CN,2020-06-18 01:37:43
366,Mikhaylovsk,45.13,42.03,60.8,93,100,6.71,RU,2020-06-18 01:37:43
367,Komsomolskoye,55.26,47.55,57.81,89,100,6.91,RU,2020-06-18 01:37:43
368,Santa Fe,-31.63,-60.7,68.0,95,100,7.0,AR,2020-06-18 01:37:43
369,Rio Grande,-32.03,-52.1,64.99,91,100,1.99,BR,2020-06-18 01:33:39
370,Oranjemund,-28.55,16.43,64.65,34,0,22.06,NA,2020-06-18 01:37:44
371,Maniitsoq,65.42,-52.9,36.63,82,26,7.47,GL,2020-06-18 01:36:49
372,Amahai,-3.33,128.92,82.06,81,46,10.29,ID,2020-06-18 01:37:44
373,Tombouctou,20.0,-3.0,92.37,10,0,12.95,ML,2020-06-18 01:36:50
374,Yaan,7.38,8.57,72.52,98,100,6.04,NG,2020-06-18 01:37:44
375,Curillo,1.03,-75.92,74.28,91,100,0.87,CO,2020-06-18 01:37:45
376,Soderhamn,61.3,17.06,54.0,97,14,2.48,SE,2020-06-18 01:37:45
377,Beausejour,50.06,-96.52,71.01,90,100,13.62,CA,2020-06-18 01:37:45
378,Kununurra,-15.77,128.73,78.8,41,0,11.41,AU,2020-06-18 01:33:07
379,Lata,40.16,-8.33,60.01,86,19,1.01,PT,2020-06-18 01:33:00
380,Ust-Omchug,61.15,149.63,70.34,39,13,1.05,RU,2020-06-18 01:37:46
381,Saint Anthony,45.02,-93.22,84.2,39,1,13.87,US,2020-06-18 01:33:23
382,Haimen,23.19,116.61,78.8,100,75,6.71,CN,2020-06-18 01:37:46
383,Ocotal,13.63,-86.48,72.03,89,100,0.98,NI,2020-06-18 01:37:46
384,Krasnoselkup,65.7,82.47,47.93,51,100,8.52,RU,2020-06-18 01:37:47
385,Aitape,-3.14,142.35,85.91,63,2,5.01,PG,2020-06-18 01:37:47
386,Brae,60.4,-1.35,53.6,93,56,3.36,GB,2020-06-18 01:37:47
387,Cloquet,46.72,-92.46,80.6,36,0,9.17,US,2020-06-18 01:37:48
388,Broome,42.25,-75.83,71.6,37,1,3.36,US,2020-06-18 01:37:48
389,Gat,31.61,34.76,75.99,52,0,1.99,IL,2020-06-18 01:37:48
390,Pesaro,43.9,12.89,64.99,72,0,1.01,IT,2020-06-18 01:37:48
391,Guasdualito,7.24,-70.73,74.34,96,1,1.77,VE,2020-06-18 01:37:49
392,Odweyne,9.41,45.06,71.51,58,100,16.73,SO,2020-06-18 01:37:49
393,Noyabrsk,63.2,75.45,47.01,55,0,11.83,RU,2020-06-18 01:37:49
394,Bandrele,-12.91,45.19,77.0,65,74,26.4,YT,2020-06-18 01:37:49
395,Ondjiva,-17.07,15.73,50.86,61,0,7.23,AO,2020-06-18 01:37:49
396,Kunda,25.72,81.52,86.11,69,99,4.83,IN,2020-06-18 01:37:50
397,San Miguel,13.48,-88.18,75.58,93,100,2.77,SV,2020-06-18 01:37:50
398,Bahia Blanca,-38.72,-62.27,51.8,100,90,12.75,AR,2020-06-18 01:37:50
399,Morant Bay,17.88,-76.41,84.2,74,20,6.93,JM,2020-06-18 01:37:51
400,Lethem,3.38,-59.8,76.8,85,96,3.2,GY,2020-06-18 01:37:51
401,Akersberga,59.48,18.3,54.0,100,1,3.71,SE,2020-06-18 01:37:51
402,Nawabganj,24.59,88.27,81.41,82,99,10.4,BD,2020-06-18 01:37:51
403,Tezu,27.92,96.17,75.88,87,100,1.32,IN,2020-06-18 01:37:52
404,Camacha,33.08,-16.33,62.6,93,20,2.24,PT,2020-06-18 01:37:52
405,Ucluelet,48.93,-125.55,61.0,72,75,16.11,CA,2020-06-18 01:33:18
406,Alofi,-19.06,-169.92,77.0,61,40,17.22,NU,2020-06-18 01:33:02
407,Sun Valley,39.6,-119.78,71.01,14,1,13.87,US,2020-06-18 01:37:52
408,Zhangye,38.93,100.45,83.21,15,90,8.59,CN,2020-06-18 01:37:53
409,San Carlos De Bariloche,-41.15,-71.31,41.0,75,75,13.87,AR,2020-06-18 01:37:53
410,Katsuura,35.13,140.3,75.99,63,100,5.01,JP,2020-06-18 01:37:53
411,Yulara,-25.24,130.99,59.0,28,0,6.93,AU,2020-06-18 01:36:53
412,Saint-Louis,16.33,-15.0,89.6,52,0,13.27,SN,2020-06-18 01:37:54
413,Kahului,20.89,-156.47,91.4,41,20,20.8,US,2020-06-18 01:33:33
414,Darovskoy,58.77,47.96,48.52,66,0,4.29,RU,2020-06-18 01:37:54
415,Shar,49.59,81.05,64.31,61,87,10.45,KZ,2020-06-18 01:37:54
416,Vila,42.03,-8.16,50.0,91,9,2.77,PT,2020-06-18 01:37:54
417,Santa Rosalia,27.32,-112.28,88.65,34,0,6.87,MX,2020-06-18 01:33:59
418,Odienne,9.51,-7.57,73.17,93,59,5.61,CI,2020-06-18 01:37:55
419,Cherskiy,68.75,161.3,80.26,24,100,4.43,RU,2020-06-18 01:37:55
420,Salalah,17.02,54.09,84.2,89,75,3.36,OM,2020-06-18 01:33:08
421,Kushima,31.46,131.23,78.8,88,75,12.75,JP,2020-06-18 01:37:56
422,Hamilton,39.18,-84.53,75.2,50,1,4.7,US,2020-06-18 01:36:18
423,Maarianhamina,60.1,19.93,57.2,93,90,2.24,AX,2020-06-18 01:37:56
424,Omboue,-1.57,9.26,71.51,93,46,3.76,GA,2020-06-18 01:37:57
425,Goderich,43.75,-81.72,66.99,58,0,5.91,CA,2020-06-18 01:37:57
426,Ruston,32.52,-92.64,80.6,57,1,4.12,US,2020-06-18 01:33:16
427,Ayan,56.45,138.17,43.5,94,99,3.8,RU,2020-06-18 01:37:57
428,Auki,-8.77,160.7,85.86,67,20,4.83,SB,2020-06-18 01:37:58
429,Pareora,-44.49,171.21,46.99,89,71,10.0,NZ,2020-06-18 01:37:58
430,Mandalgovi,45.76,106.27,70.92,45,0,7.99,MN,2020-06-18 01:37:58
431,Kavaratti,10.57,72.64,84.97,77,100,20.04,IN,2020-06-18 01:33:14
432,Baturaja,-4.13,104.17,82.24,72,31,2.64,ID,2020-06-18 01:37:58
433,Muros,42.78,-9.06,52.0,92,3,3.0,ES,2020-06-18 01:37:58
434,Jalu,29.03,21.55,68.29,63,0,9.8,LY,2020-06-18 01:33:22
435,Coihaique,-45.58,-72.07,37.4,93,100,4.7,CL,2020-06-18 01:37:59
436,Quelimane,-17.88,36.89,66.2,93,75,11.41,MZ,2020-06-18 01:37:23
437,Sao Jose Da Coroa Grande,-8.9,-35.15,74.79,84,0,8.25,BR,2020-06-18 01:37:59
438,Naze,28.37,129.48,84.2,89,75,18.34,JP,2020-06-18 01:37:59
439,Cirebon,-6.71,108.56,84.58,67,100,8.34,ID,2020-06-18 01:38:00
440,Mnogovershinnyy,53.94,139.92,42.04,96,100,4.59,RU,2020-06-18 01:38:00
441,Bartica,6.4,-58.62,77.0,94,20,4.7,GY,2020-06-18 01:38:00
442,Trelew,-43.25,-65.31,50.49,47,27,10.45,AR,2020-06-18 01:35:06
443,Magan,39.97,-3.93,64.99,48,95,2.24,ES,2020-06-18 01:38:00
444,Okahandja,-21.98,16.92,47.82,56,0,9.42,NA,2020-06-18 01:38:01
445,Vikhorevka,56.12,101.16,59.0,58,0,6.71,RU,2020-06-18 01:38:01
446,Yagodnoye,62.55,149.67,72.79,42,49,9.48,RU,2020-06-18 01:33:22
447,Annau,37.89,58.52,71.6,28,0,4.7,TM,2020-06-18 01:38:01
448,Mbandaka,0.05,18.26,69.67,67,97,2.15,CD,2020-06-18 01:38:01
449,Jundiai,-23.19,-46.88,66.2,68,0,6.93,BR,2020-06-18 01:33:34
450,Port Arthur,38.8,121.27,73.4,69,99,13.42,CN,2020-06-18 01:38:02
451,Japura,-0.32,102.35,82.35,74,81,2.64,ID,2020-06-18 01:38:02
452,Tongzi,28.78,105.09,77.65,74,92,2.3,CN,2020-06-18 01:38:02
453,Taikang,46.83,124.42,69.84,51,9,4.81,CN,2020-06-18 01:38:02
454,Christchurch,-43.53,172.63,46.99,100,100,12.75,NZ,2020-06-18 01:38:03
455,Arvika,59.66,12.59,54.0,100,0,2.8,SE,2020-06-18 01:38:03
456,Mancio Lima,-7.61,-72.9,74.95,76,29,1.74,BR,2020-06-18 01:38:03
457,Canico,32.63,-16.85,66.2,82,20,9.17,PT,2020-06-18 01:38:03
458,Praia Da Vitoria,38.73,-27.07,62.6,88,75,7.78,PT,2020-06-18 01:37:05
459,Doka,13.52,35.77,75.04,84,22,13.96,SD,2020-06-18 01:38:03
460,Lulea,65.58,22.15,59.0,72,97,3.36,SE,2020-06-18 01:38:04
461,Pangody,65.85,74.49,43.05,61,0,12.48,RU,2020-06-18 01:37:23
462,Behbahan,30.6,50.24,73.4,38,0,5.97,IR,2020-06-18 01:38:04
463,Sterling,39.01,-77.43,66.99,93,90,11.41,US,2020-06-18 01:38:04
464,Etchojoa,26.92,-109.63,97.0,39,1,7.0,MX,2020-06-18 01:38:05
465,Borba,-4.39,-59.59,74.34,93,63,0.89,BR,2020-06-18 01:38:05
466,Shatrovo,56.52,64.63,49.93,64,0,9.19,RU,2020-06-18 01:38:05
467,Kirkkonummi,60.12,24.44,64.99,93,13,4.0,FI,2020-06-18 01:38:05
468,Jardim,-21.48,-56.14,72.63,55,2,8.03,BR,2020-06-18 01:38:05
469,Maceio,-9.67,-35.74,75.2,83,40,3.36,BR,2020-06-18 01:33:12
470,Bosaso,11.28,49.18,90.0,43,100,18.81,SO,2020-06-18 01:37:25
471,Sitka,57.05,-135.33,51.8,87,90,8.05,US,2020-06-18 01:33:19
472,Baryshivka,50.36,31.32,64.99,93,16,2.24,UA,2020-06-18 01:38:06
473,Lavrentiya,65.58,-171.0,50.23,64,80,6.08,RU,2020-06-18 01:36:52
474,Kitimat,54.05,-128.65,64.0,67,100,5.99,CA,2020-06-18 01:38:07
475,Chengde,40.97,117.94,81.01,38,98,8.12,CN,2020-06-18 01:38:07
476,Zharkent,44.16,80.0,68.94,47,0,7.0,KZ,2020-06-18 01:38:07
477,Bonavista,48.65,-53.11,53.02,69,100,20.38,CA,2020-06-18 01:38:07
478,Tourlaville,49.64,-1.57,55.99,100,28,6.93,FR,2020-06-18 01:38:07
479,Vaitape,-16.52,-151.75,82.6,72,100,2.53,PF,2020-06-18 01:36:44
480,Gorom-Gorom,14.44,-0.24,93.42,32,48,17.0,BF,2020-06-18 01:38:08
481,Gamba,-2.65,10.0,71.33,92,100,2.08,GA,2020-06-18 01:38:08
482,Upington,-28.45,21.26,50.0,57,0,8.05,ZA,2020-06-18 01:38:08
483,Nyangao,-10.33,39.28,65.88,77,0,3.98,TZ,2020-06-18 01:38:08
484,Nioro,13.35,-15.75,80.71,71,0,8.41,GM,2020-06-18 01:38:08
485,Petropavlovsk-Kamchatskiy,53.05,158.65,53.6,76,20,11.18,RU,2020-06-18 01:38:09
486,Ios,36.73,25.28,73.0,68,0,5.82,GR,2020-06-18 01:38:09
487,Mujiayingzi,42.12,118.78,68.95,52,100,6.49,CN,2020-06-18 01:38:09
488,Hede,33.77,120.25,69.31,95,100,10.33,CN,2020-06-18 01:37:18
489,Sur,22.57,59.53,86.77,60,81,11.36,OM,2020-06-18 01:38:10
490,Guilin,25.28,110.29,82.4,83,75,2.24,CN,2020-06-18 01:38:10
491,Sao Joao Da Barra,-21.64,-41.05,69.37,75,1,11.45,BR,2020-06-18 01:38:10
492,Uptar,59.75,150.92,52.77,76,81,7.45,RU,2020-06-18 01:38:10
493,Can Tho,10.03,105.78,82.4,88,40,4.7,VN,2020-06-18 01:37:52
494,Charters Towers,-20.1,146.27,69.42,73,100,14.23,AU,2020-06-18 01:38:11
495,Burns Lake,54.23,-125.75,69.28,32,98,4.83,CA,2020-06-18 01:38:11
496,Atar,20.52,-13.05,93.13,23,0,11.61,MR,2020-06-18 01:38:11
497,Karratha,-20.74,116.85,78.67,35,0,5.12,AU,2020-06-18 01:38:11
498,Doha,25.29,51.53,93.2,41,0,12.75,QA,2020-06-18 01:36:01
499,Totness,5.88,-56.32,78.58,88,100,7.18,SR,2020-06-18 01:38:12
500,Sukumo,32.93,132.73,65.21,94,100,9.53,JP,2020-06-18 01:38:12
501,Kiruna,67.86,20.23,53.6,66,90,4.23,SE,2020-06-18 01:38:12
502,Zaozerne,45.16,33.28,69.01,78,63,5.41,UA,2020-06-18 01:38:13
503,Saldanha,-33.01,17.94,48.2,70,0,1.12,ZA,2020-06-18 01:33:28
504,Khurai,24.04,78.33,87.26,60,2,18.61,IN,2020-06-18 01:38:13
505,Matara,5.95,80.54,81.27,87,96,9.04,LK,2020-06-18 01:38:13
506,Taksimo,56.34,114.88,64.72,42,14,1.86,RU,2020-06-18 01:38:14
507,Mareeba,-17.0,145.43,78.01,73,100,5.01,AU,2020-06-18 01:38:14
508,Maracaju,-21.61,-55.17,67.28,70,100,7.2,BR,2020-06-18 01:38:14
509,Vostok,46.49,135.88,52.52,92,99,2.19,RU,2020-06-18 01:33:53
510,Scarborough,54.28,-0.4,55.99,94,100,1.01,GB,2020-06-18 01:38:15
511,Tenenkou,14.46,-4.92,89.53,40,4,20.27,ML,2020-06-18 01:38:15
512,Udachnyy,66.42,112.4,64.4,36,100,6.71,RU,2020-06-18 01:38:16
513,Bathsheba,13.22,-59.52,82.4,69,20,17.22,BB,2020-06-18 01:33:24
514,Tobolsk,58.2,68.27,50.88,55,81,10.65,RU,2020-06-18 01:38:16
515,Acarau,-2.89,-40.12,76.69,86,14,11.16,BR,2020-06-18 01:37:14
516,Malartic,48.13,-78.13,80.6,39,20,8.05,CA,2020-06-18 01:38:17
517,Antofagasta,-23.65,-70.4,59.0,87,52,16.11,CL,2020-06-18 01:38:17
518,Bad Kreuznach,49.83,7.87,59.0,97,100,6.26,DE,2020-06-18 01:38:17
519,Letterkenny,54.95,-7.73,54.66,92,100,2.39,IE,2020-06-18 01:38:17
520,Jinsha,32.09,121.07,75.99,93,100,16.82,CN,2020-06-18 01:38:17
521,Olinda,-8.01,-34.86,77.0,88,75,11.41,BR,2020-06-18 01:38:18
522,Belem De Sao Francisco,-8.75,-38.97,68.38,83,0,9.1,BR,2020-06-18 01:38:18
523,Chipinge,-20.19,32.62,49.87,100,100,2.71,ZW,2020-06-18 01:38:18
524,Jining,35.41,116.58,67.78,82,100,8.19,CN,2020-06-18 01:38:18
525,Solnechnyy,50.72,136.63,50.7,67,83,9.17,RU,2020-06-18 01:38:18
526,Linxi,39.7,118.43,85.33,35,100,11.05,CN,2020-06-18 01:38:19
527,Vardo,70.37,31.11,46.09,78,0,8.93,NO,2020-06-18 01:38:19
528,Nanortalik,60.14,-45.24,37.87,84,75,8.5,GL,2020-06-18 01:38:19
529,Rayong,12.83,101.43,80.6,83,40,3.65,TH,2020-06-18 01:38:19
530,Barcelos,41.54,-8.62,57.2,87,1,9.17,PT,2020-06-18 01:34:16
531,Vila Franca Do Campo,37.72,-25.43,62.6,77,20,5.82,PT,2020-06-18 01:38:20
532,Pisco,-13.7,-76.22,63.0,88,4,10.29,PE,2020-06-18 01:37:13
533,Craig,40.52,-107.55,69.8,28,1,8.05,US,2020-06-18 01:38:20
534,Kudahuvadhoo,2.67,72.89,83.39,75,46,3.76,MV,2020-06-18 01:38:20
535,Andenes,69.31,16.12,48.2,87,33,6.93,NO,2020-06-18 01:38:21
536,Ola,59.58,151.28,50.27,84,100,7.16,RU,2020-06-18 01:38:21
537,Snyder,32.72,-100.92,89.6,38,1,18.34,US,2020-06-18 01:38:21
538,Neiafu,-18.65,-173.98,78.8,65,75,13.87,TO,2020-06-18 01:38:21
539,Mataram,-8.58,116.12,84.2,74,20,12.75,ID,2020-06-18 01:38:22
540,Farah,32.5,62.5,78.48,18,0,4.74,AF,2020-06-18 01:38:22
541,Mitsamiouli,-11.38,43.28,77.86,69,19,19.73,KM,2020-06-18 01:38:22
542,Los Llanos De Aridane,28.66,-17.92,71.6,73,17,6.93,ES,2020-06-18 01:38:22
543,Una,20.82,71.03,83.93,82,66,8.21,IN,2020-06-18 01:38:22
